,marca_temporal,lugar_residencia,lugar_residencia_py,estado_calles,problema_baches,estimacion_cantidad,tipo_camino,tiempo_reparaciones,como_denunciar,acceso_informacion,sufrio_accidentes,frecuencia_mantenimiento,denunciaria_baches,util_conocer,respuesta_gubernamental,regularidad_reparaciones
397,9/11/2022 17:50:35,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
398,9/11/2022 17:52:13,Paraguay,Central,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO SE,NO NUNCA,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
399,9/11/2022 17:55:48,Paraguay,Caaguazú,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI FRECUENTEMENTE,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
400,9/11/2022 17:56:47,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
401,9/11/2022 17:57:31,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO SE,SI FRECUENTEMENTE,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
402,9/11/2022 18:05:33,Paraguay,Distrito Capital,Bueno,NO,POCOS,ASFALTO,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI,SI,BUENA,REGULARMENTE
403,9/11/2022 18:06:08,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
404,9/11/2022 18:06:10,Paraguay,Alto Paraná,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO SE,SI,REGULARMENTE,SI,NO SE,EXCELENTE,NUNCA
405,9/11/2022 18:07:10,Dominican Republic,,Malo,SI,POCOS,ASFALTO,POCO,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
406,9/11/2022 18:11:03,Colombia,,Malo,SI,MUCHOS,ASFALTO,MUCHO,SI,SI,NO NUNCA,,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,BUENA,REGULARMENTE
407,9/11/2022 18:12:57,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
408,9/11/2022 18:14:09,Paraguay,Alto Paraná,Malo,SI,POCOS,PIEDRA,NO SE REPARAN,NO,NO SE,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,NUNCA
409,9/11/2022 18:21:25,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,SI,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,NUNCA
410,9/11/2022 18:24:33,Venezuela,,Malo,SI,POCOS,ASFALTO,NO SE REPARAN,SI,SI,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
411,9/11/2022 18:27:05,Argentina,,Bueno,NO,POCOS,ASFALTO,MUCHO,NO,NO SE,NO,,SI NO ME LLEVA MUCHO TIEMPO.,SI,BUENA,NUNCA
412,9/11/2022 18:28:12,Colombia,,Bueno,NO,POCOS,ASFALTO,MUCHO,SI,NO SE,NO,REGULARMENTE,SI,SI,BUENA,NUNCA
413,9/11/2022 18:31:29,Paraguay,Distrito Capital,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
414,9/11/2022 18:34:31,Paraguay,Central,Lamentable,SI,MUCHOS,MIXTO,MUCHO,NO,NO SE,NO,FRECUENTEMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,NUNCA
415,9/11/2022 18:35:22,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,NO,,SI,SI,LAMENTABLE,NUNCA
416,9/11/2022 18:39:22,Bolivia,,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
417,9/11/2022 18:41:30,Tajikistan,Distrito Capital,Malo,NO SE,POCOS,PIEDRA,POCO,SI,NO SE,SI FRECUENTEMENTE,REGULARMENTE,NO,NO SE,BUENA,NUNCA
418,9/11/2022 18:50:55,Paraguay,Central,Malo,SI,MUCHOS,PIEDRA,MUCHO,NO,NO,NO,FRECUENTEMENTE,NO,SI,LAMENTABLE,NUNCA
419,9/11/2022 19:08:14,Paraguay,Alto Paraná,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO SE,SI,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
420,9/11/2022 19:11:27,Paraguay,Central,Malo,SI,POCOS,ASFALTO,MUCHO,SI,NO,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
421,9/11/2022 19:17:45,Argentina,,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,REGULARMENTE
422,9/11/2022 19:19:50,Paraguay,Distrito Capital,Lamentable,NO,MUCHOS,TIERRA,POCO,SI,NO,SI FRECUENTEMENTE,REGULARMENTE,NO,NO,EXCELENTE,NUNCA
423,9/11/2022 19:33:07,Paraguay,Presidente Hayes,Lamentable,SI,MUCHOS,MIXTO,NO SE REPARAN,SI,NO SE,NO NUNCA,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,EXCELENTE,REGULARMENTE
424,9/11/2022 19:38:33,Paraguay,Central,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
425,9/11/2022 19:40:34,Chile,,Malo,SI,POCOS,MIXTO,NO SE REPARAN,NO,NO SE,SI,,SI NO ME LLEVA MUCHO TIEMPO.,NO ME INTERESA EL TEMA,LAMENTABLE,NUNCA
426,9/11/2022 19:42:19,Paraguay,Caaguazú,Bueno,SI,POCOS,ASFALTO,NO SE REPARAN,NO,NO SE,NO NUNCA,,SI,SI,LAMENTABLE,REGULARMENTE
427,9/11/2022 19:46:52,Paraguay,Central,Malo,SI,POCOS,PIEDRA,NO SE REPARAN,SI,NO SE,SI,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
428,9/11/2022 19:48:08,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,NO,NO,SI FRECUENTEMENTE,FRECUENTEMENTE,SI,SI,LAMENTABLE,NUNCA
429,9/11/2022 19:48:24,Paraguay,Distrito Capital,Bueno,SI,POCOS,ASFALTO,MUCHO,NO,NO,SI,REGULARMENTE,SI,SI,BUENA,REGULARMENTE
430,9/11/2022 19:48:36,Paraguay,Central,Lamentable,SI,MUCHOS,PIEDRA,NO SE REPARAN,SI,SI,SI,FRECUENTEMENTE,SI,,LAMENTABLE,NUNCA
431,9/11/2022 19:50:45,Argentina,,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO SE,NO,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,SI,LAMENTABLE,REGULARMENTE
432,9/11/2022 19:52:23,Paraguay,Caaguazú,Malo,SI,MUCHOS,ASFALTO,POCO,NO,NO,SI,REGULARMENTE,NO,SI,LAMENTABLE,NUNCA
433,9/11/2022 19:53:46,Paraguay,Central,Malo,SI,MUCHOS,MIXTO,NO SE REPARAN,NO,NO SE,NO NUNCA,,SI,SI,LAMENTABLE,NUNCA
434,9/11/2022 19:53:56,Paraguay,Distrito Capital,Lamentable,SI,MUCHOS,MIXTO,MUCHO,NO,NO,NO NUNCA,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
435,9/11/2022 19:56:49,Argentina,,Malo,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,SI,REGULARMENTE,SI NO ME LLEVA MUCHO TIEMPO.,NO SE,LAMENTABLE,REGULARMENTE
436,9/11/2022 20:12:17,Paraguay,Central,Lamentable,SI,MUCHOS,ASFALTO,MUCHO,NO,NO,NO,FRECUENTEMENTE,SI,SI,LAMENTABLE,REGULARMENTE
437,9/11/2022 20:13:01,Paraguay,Distrito Capital,Malo,SI,MUCHOS,ASFALTO,NO SE REPARAN,NO,NO,NO,REGULARMENTE,SI,SI,LAMENTABLE,NUNCA
438,9/11/2022 20:46:50,Paraguay,Caaguazú,Bueno,SI,POCOS,ASFALTO,MUCHO,NO,NO,SI,REGULARMENTE,SI,SI,LAMENTABLE,REGULARMENTE
